NODE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
23,898.8864993,187.0198061,391.5209316,487.0696005,464.0283123,48.15465975,954.5146831,232.9188091,677.6470191,836.4335225,235.8118425,181.5292245,691.0290418,882.3701571,435.5319945,830.7468853,519.6824493,856.5038518,464.5494346,5.064581357,41.86249296,787.3570128,458.2240784,556.1314815,699.8393978,304.7675608,867.4694184,649.0674288,238.8261689,87.77967756,9.290235544,196.813406,448.6808121,456.4921683,639.6853516,123.8446327,801.0921372,67.17561199,440.4200013,174.1592498,222.3308946,111.0535724,772.3640773,135.4241899,189.9290335,409.444039,316.3708575,123.1441041,41.40176126,578.0736472,996.4578753,822.2961955,328.5030163,512.6380446,369.8036964,717.2168024,46.86212929,41.63033287,195.480046,852.5019091,344.0296473,979.8713449,814.2912486,153.2298301,906.6926301,146.9457179,573.1296848,342.9925288,401.0026888,613.6008877,871.9336757,708.1336892,975.5535373,558.1551305,850.7941778,198.6690823,632.3611402,993.5611867,418.1762512,147.6992896,330.0026325,829.1640238,551.0379146,673.0646165,16.8969955,578.3633918,634.5796814,523.8627141,203.7670513,821.0683664,523.52854,312.7151131,427.4409717,180.6352494,195.9524687,312.284463
24,253.3827501,604.2168757,567.1283677,705.7741008,517.3134454,787.5314378,408.4062376,985.4184021,684.1703343,933.6527444,989.5271771,147.9987105,442.6784354,791.5644223,663.2022736,146.0430641,77.48847318,686.7146196,73.47449231,627.3067632,277.4505421,391.9048265,947.3011887,420.3126938,633.4626501,282.6950382,581.3734674,829.5707924,132.9075457,903.8269694,637.6330102,963.259336,545.6547421,30.72599563,989.5006976,397.1315501,200.4162587,526.4775103,147.1929368,937.3722043,471.351816,197.534548,827.1767039,652.8840902,223.6320099,841.8125832,920.257324,41.76007683,466.6724084,298.8227938,456.6392697,319.336645,896.4061181,33.84189723,646.906516,991.3509683,923.9590357,477.4471655,108.9221052,693.7065465,726.589376,691.6071479,738.931392,708.2370121,720.8007473,136.0221668,557.6188892,848.6667349,535.2349465,908.6269548,111.1567611,719.879728,990.9458949,601.9362697,364.2513788,809.139018,722.7934339,327.8348231,283.1716171,812.6450533,386.6362531,70.46667397,830.2964777,198.505467,608.9683558,890.6992931,420.0085583,940.9975243,519.0733552,527.6438177,739.213801,706.2381572,408.5010931,464.2547968,913.704768,594.5355802
25,891.8419727,764.4509476,766.3064869,950.0381344,421.4366397,52.70111374,536.2283139,418.0199084,74.83388403,670.6287668,725.6106143,39.66702278,72.54748082,410.2856708,354.473513,377.2697267,894.945847,427.5474794,21.13305346,249.468001,773.5883062,326.6954746,521.6612101,976.6577397,294.7245911,636.1106378,160.5777217,766.67829,718.00786,173.6516421,729.9670959,9.269216971,815.7623666,194.7801309,352.2292723,414.147248,616.667578,676.1146112,838.2599807,895.8028366,198.6578172,785.4695858,682.4049462,383.0082292,474.1806273,77.03614034,715.3824295,487.8143995,222.7606247,1.49033758,200.335856,651.7369283,81.66738289,33.9200363,263.0528758,604.2664382,389.1818787,203.315353,199.984178,103.175752,707.5021707,208.7159843,591.8645703,408.3124464,590.3542927,125.4432078,449.2326144,761.236621,670.5875616,639.6501881,767.9356507,408.675231,481.7749839,765.4715814,693.7155015,906.899461,352.8276762,950.4684007,792.6989956,519.5488234,767.7333795,276.0569959,230.0713247,247.4462701,57.01974117,815.7611089,994.2540835,562.9517246,50.51644005,701.5503292,103.2191568,245.2286274,34.76161258,581.4871399,722.8911847,523.1670693
26,394.4528122,876.7461984,221.9896535,210.2852147,679.6202504,307.9810296,110.3653524,376.1651968,962.9118341,572.9283466,8.690096359,521.5628902,378.0280226,95.27997023,260.9673651,27.33943245,627.5686231,592.522818,541.6952732,886.7291344,143.8714575,455.369059,352.7351143,176.2545929,510.0902789,943.2719667,566.9117452,398.2092702,910.1343385,240.4629246,555.2991254,591.672611,529.5880237,949.9490182,76.99315742,798.3518383,740.5421643,793.4470794,84.46405116,62.23423104,194.9829622,304.0722759,692.6611873,479.4474497,307.8703472,664.2307301,312.8906793,352.085277,861.4881201,82.76769129,969.2080694,579.0588958,987.5466107,161.7791513,452.1339483,20.13153052,124.4077945,834.5493097,725.6526822,305.1736947,83.80342543,499.2794665,32.82008845,946.7460719,438.9884061,316.0432934,754.2030524,127.5523715,401.400318,408.1161378,665.5037941,588.3910871,317.8296732,567.1508363,266.2091811,393.7137809,877.7130404,97.09617604,126.5057209,382.3270155,933.2443594,328.8782655,722.6084338,225.3232947,690.842741,181.3314401,561.3746096,457.5128468,599.3478692,388.6635744,242.080939,736.4368993,689.9384561,263.3990032,512.4064395,933.3304824
27,797.0055238,403.2783244,82.42558,973.3202683,409.8133863,572.3462233,275.4159506,575.5313397,802.7795727,177.3542693,236.8602774,594.5381884,909.1661521,838.6991813,759.6914378,729.3278929,496.2365442,786.4398378,522.0785893,656.8626203,424.0383482,30.73005601,596.7082668,785.9870542,853.9796125,142.4093875,83.44472118,917.430681,285.3285731,28.64033625,738.2567739,125.1318125,928.7545942,731.2897415,383.137459,645.0570387,99.56677914,714.7950103,879.4816416,775.7546794,695.8164715,116.2640509,526.6636761,708.6438723,496.8690193,79.19158596,678.7775988,888.771515,12.52464786,512.2955694,953.2929256,216.7532913,317.0001644,649.443249,250.1568549,413.4156695,37.48455515,830.338004,721.6286517,496.6094185,748.2657745,797.2377446,766.0429403,163.5301641,221.6227949,147.3819175,502.5237087,19.92865505,227.4958887,399.4581235,818.5977006,362.4382954,888.0516529,155.4390554,664.5883167,720.5380287,481.0030289,226.7847339,308.975432,576.9699952,709.2038992,611.7168479,744.290011,815.1081368,510.6992588,959.2754986,603.0875738,230.8491254,908.7717633,133.6869252,338.6427239,373.3576406,593.4760887,135.8538839,47.97032582,4.787839348
28,323.7833391,895.8242127,916.8585871,576.7723281,44.96274112,705.9803317,986.7205989,174.1046651,78.86628797,783.6761744,307.0699245,819.0409658,67.91103845,255.3830945,207.0825687,987.7615036,835.9267618,438.355124,538.1049192,890.6389614,180.3937192,415.1348531,768.2832527,674.3743913,2.447905344,259.1664183,834.6862935,444.5034643,590.2384189,935.9557204,443.0297058,873.5346421,993.1703589,689.4537373,61.34374753,320.8092551,71.85007007,216.5678389,250.9688842,267.2538463,509.6638693,190.9767777,380.2800681,724.4291856,129.5328693,199.1024654,830.8353872,13.19432781,338.0861163,50.57623716,305.7725419,578.0347554,92.81524096,549.213964,648.1485434,410.7034872,564.4669871,554.8173291,584.9840087,373.5384252,218.6842087,777.8780452,857.9455161,581.4154234,220.8508756,943.5601168,395.5319858,915.6043272,149.6603842,308.1154199,370.8594838,84.1903808,354.4578804,912.7412376,557.2685794,519.7144208,683.9606957,937.839428,434.3697642,396.1924896,260.3699948,660.8137207,301.2289642,939.734145,42.90297468,791.056103,664.9607901,947.8501145,493.0306553,265.9660948,379.2257251,649.3665563,677.4644093,117.3108273,155.6650384,876.8662228
29,761.7858546,968.9247596,988.9414636,249.0817999,935.5306347,952.6981997,159.3420777,811.556211,674.3169549,39.04926091,973.250172,34.10794412,399.7515716,1.344901891,359.7719985,955.1642409,915.334588,502.8010327,736.4696993,702.5467088,27.66354288,299.1498906,869.4853121,56.31996875,354.6140884,536.5039602,423.4014333,304.7330529,292.2681072,825.4484778,355.5858351,132.6498204,253.6493021,662.7474752,951.8225523,393.9343948,115.8073424,633.9685519,798.7259022,181.4444389,937.6158328,431.8932531,28.74044818,133.4991321,48.54328385,617.2638889,274.3667024,858.0270854,13.44199781,995.8352071,561.4660336,796.1851724,637.6213641,705.6363231,969.3413988,173.8210958,628.4693924,758.0375224,744.4663233,264.8928901,52.88429353,265.4480457,110.8871571,291.8169025,26.59202509,35.38460054,264.5770341,69.54457394,867.0588069,167.546752,345.2573064,765.7526262,193.4171703,203.0327274,54.07467673,944.1102242,398.8460088,347.8450506,575.1760277,568.7090778,504.2708452,409.5994451,962.3291665,798.9373435,895.3415006,121.5780458,964.2937782,954.8151558,302.7360849,242.3926662,546.3077964,529.7285237,748.9832585,247.9446873,337.894064,485.3701357
30,178.0332811,838.1788276,73.39389502,429.2836136,572.784089,767.0510766,275.8514583,635.9274776,651.1399764,613.89883,872.647308,746.6575014,507.6981346,258.91362,583.0046622,696.5273848,108.0473967,674.0807522,786.4236395,14.32663372,378.203804,63.59488891,656.8011264,285.4441883,722.926675,577.9582373,996.6841132,944.49976,217.0736185,93.44100544,461.4785692,258.6882184,619.1699449,505.1230763,147.8138213,792.0027589,592.5432643,783.143197,71.73239092,933.8365602,577.1670987,453.5929706,953.3417734,921.3174534,387.4275051,414.0654912,700.1288971,457.1685637,489.7396142,580.2889811,502.8054462,993.4117049,368.6249256,213.7915302,307.4946574,820.6883852,862.2928751,395.2758416,359.2282729,566.0567677,546.1578647,526.7313489,456.781521,139.2654297,107.9414733,374.0987677,697.3969175,708.2344302,884.7608752,479.1882713,699.8892034,395.4260708,516.2723669,733.4549962,217.5713245,237.1841079,796.6677538,902.4495622,709.7582036,498.5205202,521.2734066,523.9664352,645.6470645,690.2397551,81.52066097,210.1084027,919.145538,62.21676032,22.09009881,476.6235803,938.3321516,637.869156,189.9750681,405.757068,880.2255467,392.9744268
31,338.4359473,847.3736701,869.356421,292.7600533,626.0507063,217.5941668,473.8014502,164.6292564,440.5044285,489.2542687,969.3499231,882.9230339,30.16427591,429.1913472,888.3338215,538.6893012,641.0391523,465.6450639,911.9453828,852.1818623,608.440225,669.2157793,161.8608738,594.7174329,484.6633321,173.1156963,873.6055672,984.4332261,942.0787032,267.9023226,729.5367787,279.6964043,861.4243366,14.36740114,224.5788991,488.1552355,812.7481096,689.1008746,188.1712208,669.0190804,547.5088892,933.8080101,675.0112234,467.0941087,85.03727129,553.3028799,945.4970676,882.0610807,284.2664857,934.4543602,951.79985,625.4109644,981.5170876,427.4775507,961.701103,680.3079228,984.8819954,603.7922534,895.9489876,446.1269392,914.8104943,247.1820636,952.5289963,959.6163322,256.4669276,897.8279362,317.0613242,961.8767876,171.3608664,452.6671668,722.0733541,392.5488443,417.5563731,34.02551446,957.3330145,611.8506051,356.3035314,498.1777477,926.8871545,650.5951478,504.46399,541.6881222,380.2178168,366.7897113,385.1120622,368.9285126,1.839644642,393.2971478,188.6559778,743.2329717,636.2789534,933.7835001,783.7226881,719.3592298,80.51852954,764.3772612
32,725.9541093,640.6955695,580.8658635,221.0763731,173.0806338,774.4348917,15.84910564,863.5338431,932.6862776,971.671787,73.15148806,89.81502513,175.8975297,573.0795904,109.959095,915.2440881,448.6773337,398.8036226,854.3502669,335.8065147,950.7609846,455.7283726,462.7802591,801.0064483,505.5956127,902.9656898,897.8225858,549.360234,685.9987313,918.9533246,463.8784952,413.9834166,917.7796398,233.0476065,519.4727608,59.41847279,969.5334931,610.6984326,763.1710006,68.64024007,231.4597887,35.50385854,998.3017241,40.82983721,51.11280399,758.8919029,493.8651477,738.719735,785.420182,677.8877024,780.2087883,842.5438473,195.8564195,719.4192464,905.712217,785.1227586,633.4197714,559.4221301,320.9713275,918.9506887,521.8771408,836.7927926,978.3279957,325.2872911,361.2703423,733.5512488,326.5741976,327.6669973,583.0395393,481.0428224,754.5719385,118.8069135,292.6136423,271.9622263,688.2645689,802.636817,399.1129097,684.0283637,718.5443597,152.4149176,423.3701567,1.87680805,279.8307218,153.5458787,734.2929811,128.0969911,231.7260902,572.7843377,817.9322132,311.0817139,713.5024232,212.5273546,963.3555721,212.1222572,982.1355159,210.8805671
33,911.6726279,915.0510877,326.9827464,546.5211685,166.0050277,468.640457,414.343734,10.03224922,850.1441903,206.0024778,529.8259639,25.68394324,82.49833313,463.9747371,107.5672458,202.4000413,668.7924288,652.0385487,560.8384974,874.5962989,792.8573811,883.8519774,238.0351703,849.5144036,950.6007368,253.1021437,699.9076062,330.8760908,358.9283261,258.4935837,93.14426373,867.329038,379.8824705,646.8299904,436.8084466,600.2779626,20.2184927,454.8322423,177.7773337,51.0039051,488.6472245,29.10602463,637.0645144,774.5155566,486.3762729,12.75771402,984.534484,780.5551122,725.7877886,297.6595668,637.5299303,107.5086576,649.7189371,968.0651399,504.9548485,58.47982517,696.244815,319.5642924,794.0835157,13.34599734,805.1186293,36.96635165,474.2863991,303.1990216,463.0113814,559.4189541,40.81641169,9.117828378,49.52918497,595.6909377,82.09475504,916.6170094,431.3640091,684.901397,890.8176007,876.0462343,295.5744885,852.7859875,759.6524884,236.7950045,180.7558924,160.4956569,241.7369084,562.0967268,23.40788957,407.0096848,161.4849969,82.31759783,264.3831607,270.5574754,898.4971946,679.9832922,294.7821525,493.6424507,682.2917052,328.1273039
34,612.9091262,429.5957325,92.70506177,422.5194338,430.0987987,807.7666344,484.0903869,316.6799374,134.584829,390.5472049,65.62842137,820.6324056,578.6105613,158.0145703,679.9353456,266.03585,644.6728854,413.6518427,936.0088913,218.0006265,986.8202565,829.042007,968.3388492,624.574492,993.0282062,805.5142954,703.3824301,110.4863234,546.9144371,563.064127,668.979397,329.3615163,266.5236847,685.1460639,766.439705,618.705751,234.1942381,232.1770965,551.71628,96.18478323,864.6986619,337.1327811,170.4679359,275.1396055,170.4004621,403.276119,228.3054333,528.8139589,629.4572379,15.36426578,466.2113581,819.9981434,925.2264296,473.8757904,632.8662905,676.0590113,602.1443316,790.9219505,355.0179318,490.3314004,242.089371,178.8811906,152.497209,732.2296822,181.4991813,360.8440428,230.8316403,911.3892338,893.4858658,278.1948042,260.4455097,94.75468567,974.8757854,42.17756416,353.7110196,637.9703772,981.6099135,626.5821451,690.2658606,118.064676,806.7217579,195.3972334,815.4716804,546.0943379,898.6047757,473.8094409,406.3680718,744.3224806,661.4740189,273.5361897,682.612096,242.8848306,730.1119409,428.5394432,111.9088137,915.5560063
35,693.8455424,281.5774709,529.9382404,621.1650437,608.4247498,674.0724579,625.0046597,261.182674,218.9944365,673.9507964,604.1899306,288.9879139,501.1892304,954.7377677,763.1205258,66.17748112,879.2178907,318.9462531,439.6717004,435.9940801,800.8647713,792.5404358,371.8312419,238.7423185,170.9332431,504.687917,71.24936299,165.1852271,423.3272072,71.77981236,435.3560661,122.9661083,312.3754971,566.6809116,665.6534032,474.6900708,934.640575,980.5823987,42.18616709,869.6207765,87.87092637,282.8852375,596.1018612,834.0339541,220.7940687,259.6817305,175.739715,273.3954933,166.774248,120.6022068,667.6880703,452.951494,100.2202656,95.41944541,839.456046,696.5161405,507.143604,840.8029177,430.909221,216.4033864,905.50902,568.5744428,903.9542735,224.5508383,520.2685367,429.6498362,184.9334441,544.7166763,459.2652348,384.2721452,288.6132434,610.960689,68.50630825,439.2667962,740.9247977,843.9455323,260.1486713,918.3724204,477.1541411,524.2840973,264.4314405,643.6118845,573.4663326,554.375108,838.7630045,123.6530947,146.9195272,102.4371352,940.5604434,895.957189,901.8647857,14.70669984,836.925028,506.7663744,663.889695,288.6573308
36,639.3050802,640.1899354,615.6168609,620.553269,484.1152688,515.9088834,506.2690331,346.9539636,522.3308622,76.86950702,738.5733873,554.410801,436.823757,344.4659907,319.9020785,181.754069,76.50908491,698.5875482,704.2820121,219.9388193,34.1147968,358.293697,967.2181722,92.35229388,611.1026363,801.3028116,44.18758261,487.7231936,478.6145501,413.5184028,347.6331284,449.4559797,801.6577343,59.44218101,385.5656503,280.8222746,725.7064671,217.2651777,522.3765964,310.4559237,512.9115151,804.6763089,360.7651151,700.3006063,572.3392214,336.5681846,429.7382251,478.5871914,291.9466403,511.3884092,854.4203033,50.48710099,892.8300831,400.2999602,110.4608978,449.2654139,195.9967174,494.7924507,389.439864,878.4434384,436.0671925,792.2609631,674.8670027,843.9984359,469.2838384,924.2775697,965.8401029,822.6301277,31.52331531,931.3869231,662.2544941,500.6482734,567.2122819,421.2777717,148.9671606,444.9686395,5.414623384,54.23808908,63.994217,871.4481014,930.5852443,605.1718916,872.433838,967.0537207,107.1331457,826.6734588,552.5857621,957.4311353,175.1653105,996.5544151,210.556132,945.1633412,878.3242049,953.6811738,98.10331205,759.7935209
37,593.5921014,314.3840983,915.4646191,198.3290592,463.3786299,980.1980933,579.200648,766.2336437,186.9282133,283.7126359,26.09277135,501.1910546,461.1331365,634.8740999,14.25037023,176.838035,991.8081928,203.6623663,681.0161603,196.8338333,132.3369003,982.0706314,692.92003,205.3939612,721.438154,610.9729681,769.819716,151.0130034,289.0499891,422.3356747,297.4344329,917.8276664,807.5563799,337.5261986,191.5554207,707.5636016,350.2729347,451.8001317,495.1958757,983.4135978,117.2236302,941.7267109,557.562263,122.8515921,251.9081396,847.4396373,470.6051737,538.5001071,725.9363576,172.6708309,285.1214177,353.6221731,412.535077,664.6037626,735.7033412,844.027759,12.25850256,360.8728772,563.9238795,155.7850373,923.3956567,868.1727238,369.5952966,644.9215564,68.85245243,255.8085769,791.718351,938.5003299,231.7407568,146.0797453,650.6758806,194.6325612,155.4532479,170.0759652,394.1102096,254.2345158,930.7972737,417.5307788,335.118805,250.6792617,213.1976048,909.9284973,754.7214783,581.9015446,393.1804142,319.1926157,143.6247025,774.9720118,385.6439468,442.3884058,578.9158019,564.3673941,921.0171092,174.1592973,114.8363282,316.6278533
38,668.4675981,643.6621576,665.4468401,346.7120588,587.4192027,998.5633536,599.3374989,723.1782552,658.6758189,582.5134911,905.4337907,983.0339365,747.9718634,258.569681,175.7126354,815.9725437,394.9574364,964.1485236,814.5602232,17.36802994,420.5809152,577.6166532,363.5659201,666.1972193,620.8262419,0.865262087,648.701912,44.49214056,434.6133625,520.015146,572.9319232,266.7274762,635.3108245,497.0440979,255.412323,8.736693774,795.6025468,31.19184912,100.2441679,109.6291025,976.724805,381.837163,853.2981989,633.4008387,87.52972596,790.994999,893.1873529,13.74714041,741.9846507,298.0985443,425.6147115,791.3023915,47.43237995,315.0702383,120.7131602,652.3715402,652.4783474,567.1886173,22.94482321,273.5588644,748.3164085,479.5852241,434.4586562,705.5304301,698.0603901,538.4222272,703.1632349,855.6975166,959.4483957,520.0957837,18.38483494,866.2304916,191.5092538,325.5327863,917.7015828,175.613624,667.7218607,228.4566872,575.0704752,632.4197461,6.399583586,685.6851588,866.2745009,557.9089935,673.9805594,988.5599768,925.9942766,818.3366644,716.7547629,593.7981333,249.6010039,414.0159037,327.155617,885.0713919,529.7290954,790.1731834
39,617.8491094,49.98513498,685.4286422,10.53408478,477.6113392,943.8050656,942.8054263,783.3160876,263.9649217,394.2100973,995.2221634,997.6067325,755.2317775,547.6539359,151.7650586,728.1200868,234.4373332,452.6988654,384.4441505,456.4762691,801.3574213,18.67013062,799.2633391,347.8078729,575.351479,539.5357701,237.8074225,26.05336433,617.5727571,170.8236691,734.7428722,53.70671077,324.4706082,44.47806134,816.4565739,468.06604,319.8449133,252.21813,634.577396,486.2241168,239.4467134,245.1154974,278.5197893,182.5712525,78.74387013,760.8014197,768.1479431,648.044869,998.3036757,345.944155,486.5061101,758.0522085,880.7914133,880.8190086,933.3318564,214.8403757,198.2188893,640.4229965,501.6922327,213.2426285,419.3457377,676.8096935,840.0014502,597.8938077,430.2600217,532.2035163,338.253343,934.9614431,198.7782914,271.791503,622.5928527,489.383086,633.8964227,627.9023683,829.3946681,394.8519379,240.8502575,899.0197917,100.785282,91.0990374,347.7882765,99.23480382,664.3439905,691.4945041,768.8501663,990.3844166,911.6273745,18.08960042,690.0167373,986.5069085,156.2754097,711.299321,774.3187301,135.7167348,935.4278406,500.2400927
40,803.5453713,864.9842918,972.1474074,99.66606456,547.1022452,753.3225873,466.8588204,955.8118252,962.1743564,846.5590815,637.9216978,493.4311465,244.0577879,330.5546277,237.2873652,59.16373203,942.186477,845.2445762,654.8813681,382.0904051,740.1998575,940.9139852,51.35674669,750.9559732,846.3719133,124.8365431,507.0308743,779.4803676,124.2176786,21.80336503,327.898989,408.3817577,476.852377,295.0720518,985.4062406,755.8343003,827.2030692,220.6693165,183.1207476,635.290151,967.9338111,630.6200694,587.052034,585.7339459,320.3275936,186.6520886,409.3030283,679.5646919,583.3410859,248.2983607,44.77644917,659.7414344,793.3512719,809.5020228,119.7953125,647.4427694,716.1071376,460.3788324,775.9944338,207.9099096,726.4634336,244.740757,414.672841,723.3703784,672.00831,204.5649833,251.3233906,138.8096407,50.12388265,96.89841034,179.3822027,44.12885109,886.8875834,752.9813121,119.5536011,214.2091277,10.01078066,26.44148551,320.6544095,852.1152344,701.823903,266.0917428,937.4198595,899.0047016,754.0059635,135.3295242,528.3235706,909.646686,170.4384135,47.59366956,762.6495265,644.9656761,760.0679801,795.4205547,233.9643401,906.702492
41,259.2501201,574.1778183,319.4149057,101.859562,228.7549908,357.0489716,443.8187932,229.9564477,880.069933,840.0580093,113.7610161,665.3160055,929.6130636,649.8267097,3.662150611,189.6095608,401.96175,464.7946375,470.6682204,329.3705881,343.335436,144.1101549,230.291929,183.7388801,88.19638275,651.9721712,612.6166886,356.5347373,393.2311772,923.5534864,182.180745,627.983416,40.04264205,979.0062405,959.7445459,236.4534257,154.5716505,245.0021385,894.8084975,20.23380509,482.9834986,510.9976261,173.9825562,187.424229,190.7636324,804.0218512,16.07655456,695.8272773,726.8068047,920.8748866,559.4353302,682.9482526,403.6131045,42.69355908,684.5233233,377.5574798,83.17861193,62.82265392,559.0193431,721.8565506,81.09441082,625.4573813,284.2550219,510.992826,507.5887679,250.0470785,88.00886236,534.358136,180.7908947,161.2027184,688.2610661,999.4508653,405.1821455,374.2112878,641.833612,197.2312043,60.68277668,276.8356125,133.2676777,455.924338,574.1895171,328.9497254,934.2000948,494.7316686,928.6566751,995.1923604,902.7734652,721.846769,941.4263906,215.3227807,244.124246,67.85017743,50.25204148,37.30442703,667.8298073,485.6032707
42,83.27158922,80.16558192,994.0832322,297.5772118,570.3617438,760.3115258,884.6759822,740.1806764,121.1229681,374.4564532,407.7372449,384.8323171,415.7496267,954.5411064,631.4412665,395.2496793,269.6911341,943.2958735,594.4114372,551.928499,988.1596714,379.2517249,601.3442617,559.7747713,558.4614514,243.6268515,365.2149688,451.3008975,920.6428975,266.568058,439.4768335,350.8555709,761.4984005,592.2563947,724.1911564,125.2585996,705.533025,50.14801104,246.1589701,944.7618041,815.1263258,70.81085097,611.382545,72.5559856,627.2925307,764.5198787,458.6525877,747.6664769,40.70037416,280.1231125,790.8632146,512.2817157,653.2145219,668.2807231,690.8429934,165.7241917,963.9192442,650.7566708,943.2497568,111.5922278,552.9859112,544.3799191,60.62006086,420.6262578,621.6863164,93.88996271,641.3382572,112.2705001,538.762748,741.3129116,5.428549521,360.5791644,811.8685501,91.32558221,318.0413676,892.6340932,913.8543838,59.6797362,225.2951292,322.9815653,283.5454756,916.3795683,782.7752379,353.8978377,895.0486823,698.6634948,77.19253165,228.0779583,843.8162804,138.7102493,121.022773,790.7977008,721.8639269,274.9285999,544.6247531,462.8655134
43,847.9679408,988.0043181,801.2290765,7.953154172,574.8742123,431.9558944,167.8103769,361.2647317,489.7989194,942.4818657,675.1106394,10.24922882,472.1837088,778.1007018,45.61361561,749.5954062,903.978117,819.3818382,786.1534857,247.7857518,411.659644,485.9299481,63.95085986,424.6601515,610.3015284,481.748085,126.0870096,296.1983566,121.2830641,635.0841216,295.9547589,86.22573886,362.2595746,933.0968706,939.1593693,649.7746215,801.333147,644.5513713,162.406989,430.5516777,198.9921777,415.6698377,574.2434837,610.060953,66.05309621,872.461653,340.7176374,133.9529356,372.2850829,321.4140887,921.5645444,739.8304119,309.4574425,787.1810326,523.0425096,961.6965622,556.5645232,850.1206358,144.100873,378.7387999,407.4454386,739.1998193,200.2280676,60.34749894,844.2246793,612.9844256,285.0025172,679.4506949,649.8754656,761.3283495,185.01083,775.2665925,260.727948,200.5613504,669.5927336,534.8233184,191.366246,593.0122485,165.7836546,430.562683,918.4366171,610.0005758,92.13169512,816.7519098,870.6669995,479.7853315,644.2207406,426.6371807,315.2363243,340.19635,985.996953,294.6936136,109.1936218,490.9787424,976.9737669,906.9885471
44,633.6584948,648.63965,74.31941962,253.3949945,383.9271601,639.2457654,379.8478139,624.2053567,715.6834193,796.3550493,448.555968,687.6681912,181.3658539,852.2058746,905.8800897,120.9345464,759.0133202,554.1509287,421.6335181,703.7729123,961.5641165,873.5642013,174.2063994,540.7814509,891.4301853,601.0701233,472.0662414,453.8455773,20.59162619,825.182399,435.0823371,716.0954527,80.79843375,73.34113389,708.5477927,744.1074669,700.5447835,704.1466005,797.5300341,775.0466849,391.1777204,867.8069884,509.9936751,813.4028072,615.4661807,818.7598769,2.752863786,469.9366465,527.4031158,952.0780426,737.4688167,582.0736581,837.0389783,609.1028379,895.4231769,280.1957155,261.951984,752.3572506,998.9188816,428.2759823,341.2804744,887.5540496,352.5323977,76.3019566,372.2937202,611.8079051,760.209223,447.764141,555.6692534,37.4335135,400.8749058,711.4192299,501.5641825,648.519497,285.1359351,758.9669887,411.9571705,651.429432,966.57195,364.9229865,427.0633128,561.0105768,724.4352672,874.2936574,807.0268168,148.0582023,178.1079915,782.458145,354.3643201,443.6867907,648.3683849,176.9710665,61.3807219,985.7285351,118.1542781,672.0968776
45,209.6978681,306.0861832,98.47717972,700.5429581,708.9439948,570.3876964,220.9675573,788.6291592,54.68078017,795.6137694,759.1565473,254.8855028,953.6122221,418.6301509,552.0755554,73.78723437,542.7069566,482.3984338,421.2244669,625.6705527,960.2035539,451.0249294,416.3933614,953.0942374,673.1596699,730.6728078,990.9807119,591.058778,672.4797112,776.036862,619.8110598,60.54294341,67.22311918,773.9330805,678.2070863,847.901551,506.7296518,138.4730009,808.5201116,870.511021,51.00162129,524.0025322,514.9856112,100.6081775,366.0439671,30.57508204,112.1548365,235.5590499,555.041563,961.072479,558.0412915,492.1719906,560.7413674,587.9332388,375.1508056,110.7657726,843.9917999,635.9173193,905.7647149,581.9883172,870.4226997,490.6952997,49.04180077,540.5817331,461.2810202,565.3072746,919.1020901,460.953667,688.4786051,45.41238414,643.9218516,522.7602059,176.3862692,241.547056,449.7139038,953.9831872,929.9932715,48.81193769,190.8015525,453.3005501,20.88811817,657.8431834,161.4079696,142.4158415,712.5399961,714.6243662,269.6416268,889.0860787,979.4328791,313.0897412,398.0449231,105.8152599,619.5430415,353.0744682,310.834108,423.0569184
46,103.7880076,572.220613,385.7844007,393.6779481,225.8942259,420.5104983,467.7119304,850.5189518,92.63632323,501.9573383,453.3830138,949.1368299,256.9252697,280.6782223,428.9770719,930.4025681,485.2529544,400.0940761,735.5906119,965.8563997,283.9131205,427.9910136,762.8778475,981.7025622,131.4768207,195.0303946,345.8910294,942.7052312,940.809825,952.7714773,203.5804302,776.9509818,91.77810468,869.0521311,940.5629426,447.7447908,386.9900909,257.5189617,933.0880759,544.7781414,616.8179524,294.3816521,381.4056603,168.1864146,138.8069734,76.64799905,275.7760338,560.56453,993.6663333,988.4696733,487.6685041,113.3561241,796.2779796,600.0480475,536.1197185,954.8548868,690.6351847,604.9969874,897.952391,588.7078866,286.3136691,206.7028697,699.8815698,974.1865601,966.2390617,961.3230479,519.6623234,687.9968848,782.3271648,565.791335,697.2199567,7.613235788,373.4020503,784.1091168,558.8272906,430.2364121,59.29727078,272.4488863,983.2375578,406.1468453,265.3318209,291.0345859,140.2205749,323.3314109,982.2572623,634.5116992,304.9048269,643.2137775,156.0671948,343.9848952,430.6309231,493.0097713,273.4594853,688.3876612,359.174477,938.6373919
